Case,year,Month,service,departure station,arrival_station,journey_time_avg,total_num_trips,num_of_canceled_trains,comment_cancellations,num_late_at_departure,avg_delay_late_at_departure,avg_delay_all_departing,comment_delays_at_departure,num_arriving_late,avg_delay_late_on_arrival,avg_delay_all_arriving,comment_delays_on_arrival,delay_cause_external_cause,delay_cause_rail_infrastructure,delay_cause_traffic_management,delay_cause_rolling_stock,delay_cause_station_management,delay_cause_travelers,num_greater_15_min_late,avg_delay_late_greater_15_min,num_greater_30_min_late,num_greater_60_min_late
1377,2016,5,National,TOURS,PARIS MONTPARNASSE,79.8943299,194,1,#N/A,5,10.2,0.371134021,#N/A,27,11.7037037,1.932989691,#N/A,0.076923077,0.423076923,0.076923077,0.230769231,0.038461538,0.153846154,4,26,1,0
1378,2016,5,National,DUNKERQUE,PARIS NORD,120.7288136,236,0,#N/A,2,10,0.144067797,#N/A,17,35.05882353,3.483050847,#N/A,0.25,0.3125,0.0625,0.1875,0.1875,0,12,44.25,4,2
1379,2016,5,National,PARIS NORD,LILLE,68.93548387,589,1,#N/A,22,13.77272727,0.791171477,#N/A,34,14.61764706,-0.584040747,#N/A,0.147058824,0.029411765,0.088235294,0.323529412,0.264705882,0.147058824,13,23.7692308,3,0
1380,2016,5,National,LILLE,PARIS NORD,63.32854578,557,0,#N/A,22,14.18181818,0.964093357,#N/A,32,18.1875,1.118491921,#N/A,0.133333333,0.2,0.033333333,0.366666667,0.233333333,0.033333333,16,25.125,3,0
1381,2016,5,National,LYON PART DIEU,LILLE,190.6051661,271,0,#N/A,85,25.8,8.992619926,#N/A,45,48.17777778,7.907749077,"Un mois de mai marqué par les premiers mouvements sociaux en France ainsi qu'en Belgique.
Il y a eu plusieurs accidents de personnes (Grenay le 10,  Marolles le 17, Lyon Part-Dieu le 27 et Nimes le 30) ainsi que deux heurts d'animaux le 19.
A cela s'ajoute quelques défauts d'alimentation électrique en début de mois et d'importantes intempéries en fin de mois.",0.454545455,0.181818182,0.045454545,0.113636364,0.090909091,0.113636364,42,50.7380952,20,12
1382,2016,5,National,RENNES,LYON PART DIEU,262.0833333,96,0,#N/A,5,11,0.90625,#N/A,16,55,9.604166667,"Cette liaison a été ralentie par d'importantes zones de travaux dans le secteur de Rennes .
Par ailleurs, elle a été touchée par:
Le 10: la présence de personnes dans les voies à Rennes (14 TGV pour 495min perdues) et un accident de personne survenu près de Lyon (67 TGV pour 3979min perdues);
Le 15 : un dérangement d'installation au Mans (41 TGV pour 690min perdues);
Le 17: un accident de personne en Seine et Marne (88 TGV pour 3644min perdues;
Le 27: la présence d'une personne dans les voies à Massy en région parisienne (27 TGV pour 455min perdues)
Le 29 : un dérangement des installations én région parisienne (35 TGV pour 1508min perdues).
Le 31: un arbre sur la caténaire à La Milesse (44 TGV pour 1721min perdues) et un accident de personne au Mans (10 TGV pour 226min perdues)",0.375,0.375,0.125,0.0625,0.0625,0,16,55,8,6
1383,2016,5,International,PARIS LYON,GENEVE,171.2725118,211,0,#N/A,7,13.71428571,0.668246445,#N/A,15,20.2,1.971563981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,27.125,2,0
1384,2016,5,International,GENEVE,PARIS LYON,170.6740088,227,0,#N/A,20,14.4,2.449339207,#N/A,22,30,1.682819383,#N/A,0.272727273,0.363636364,0.181818182,0.181818182,0,0,16,36.375,9,1
1385,2016,5,International,ITALIE,PARIS LYON,258.5409836,61,0,#N/A,15,16.4,4.721311475,#N/A,14,25.07142857,8.62295082,#N/A,0.071428571,0.214285714,0.285714286,0.071428571,0.142857143,0.214285714,14,25.0714286,2,1
1386,2016,5,International,PARIS LYON,ZURICH,141.9810127,158,0,#N/A,3,12.33333333,0.405063291,#N/A,10,29.5,3.664556962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,55.5,2,2
1387,2016,5,International,ZURICH,PARIS LYON,141.941358,162,0,#N/A,21,17.61904762,3.030864198,#N/A,14,32.78571429,1.37654321,#N/A,0.428571429,0.142857143,0.357142857,0.071428571,0,0,10,40.9,4,2
1388,2016,6,National,METZ,PARIS EST,86,240,43,#N/A,30,18.1,2.7875,#N/A,41,17.68292683,3,#N/A,0.146341463,0.341463415,0.414634146,0.073170732,0.024390244,0,14,33.2857143,6,1
1389,2016,6,National,PARIS EST,NANCY,94.94308943,246,36,#N/A,14,26.92857143,1.711382114,#N/A,16,35.75,2.345528455,#N/A,0.533333333,0.133333333,0,0.066666667,0.133333333,0.133333333,13,41.3076923,7,2
1390,2016,6,National,PARIS LYON,AIX EN PROVENCE TGV,183.2384615,390,71,#N/A,53,19.71698113,2.9,#N/A,43,53.65116279,7.628205128,Incendie aux abords ou sur la voie,0.476190476,0.333333333,0.047619048,0.023809524,0.119047619,0,41,55.6341463,23,10
1391,2016,6,National,PARIS LYON,AVIGNON TGV,161.0626398,447,50,#N/A,61,18.45901639,2.727069351,#N/A,58,52.13793103,7.246085011,présence de personne dans les voies (manifestants),0.403508772,0.421052632,0.01754386,0.087719298,0.052631579,0.01754386,46,62.2826087,24,12
1392,2016,6,National,BELLEGARDE (AIN),PARIS LYON,162.0569948,193,27,#N/A,45,12.66666667,4.373056995,#N/A,34,42.29411765,6.875647668,présence de personne dans les voies (manifestants),0.235294118,0.441176471,0.235294118,0.029411765,0.029411765,0.029411765,30,46.2333333,20,7
1393,2016,6,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.6981707,164,33,#N/A,18,20.66666667,2.652439024,#N/A,17,27.29411765,2.158536585,#N/A,0.235294118,0.235294118,0.176470588,0.352941176,0,0,11,35.4545455,5,1
1394,2016,6,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,179.0681818,110,32,#N/A,25,19.16,5.363636364,#N/A,21,29.33333333,6.836363636,#N/A,0.238095238,0.19047619,0.238095238,0.095238095,0.095238095,0.142857143,15,35.8666667,6,3
1395,2016,6,National,PARIS LYON,GRENOBLE,183.325641,195,49,#N/A,16,22.8125,2.215384615,#N/A,17,65.88235294,6.984615385,difficultés de gestion des affluences voyageurs suite mouvement social,0.411764706,0.294117647,0.117647059,0.176470588,0,0,17,65.8823529,10,4
1396,2016,6,National,MACON LOCHE,PARIS LYON,99.46959459,148,43,#N/A,90,16.28888889,11.18243243,#N/A,30,30.3,7.689189189,#N/A,0.2,0.433333333,0.133333333,0.066666667,0.1,0.066666667,22,36.7272727,11,3
1397,2016,6,National,PARIS LYON,MARSEILLE ST CHARLES,198.5222222,405,57,#N/A,52,19.84615385,2.745679012,#N/A,47,67.61702128,9.772839506,difficultés de gestion des affluences voyageurs suite mouvement social,0.434782609,0.391304348,0.065217391,0.02173913,0.065217391,0.02173913,47,67.6170213,27,16
1398,2016,6,National,MARSEILLE ST CHARLES,PARIS LYON,198.2461538,390,64,#N/A,58,20.03448276,3.343589744,#N/A,43,76.37209302,8.682051282,difficultés de gestion des affluences voyageurs suite mouvement social,0.512195122,0.317073171,0.024390244,0.073170732,0.073170732,0,43,76.372093,33,21
1399,2016,6,National,NICE VILLE,PARIS LYON,341.1716867,166,49,#N/A,20,20.7,3.180722892,#N/A,29,59.24137931,10.45783133,difficultés de gestion des affluences voyageurs suite mouvement social,0.310344828,0.379310345,0.068965517,0.068965517,0.172413793,0,29,59.2413793,17,13
1400,2016,6,National,PARIS LYON,PERPIGNAN,310.3464052,153,24,#N/A,25,33.6,5.751633987,#N/A,42,54.21428571,15.33333333,présence de personne dans les voies (manifestants),0.357142857,0.452380952,0.071428571,0.071428571,0.023809524,0.023809524,42,54.2142857,27,11
1401,2016,5,National,PARIS NORD,ARRAS,55.69863014,292,0,#N/A,13,14.92307692,0.900684932,#N/A,15,13.6,-1.054794521,#N/A,0.285714286,0.142857143,0,0.214285714,0.285714286,0.071428571,5,25.6,1,0
1402,2016,5,National,DOUAI,PARIS NORD,77.02030457,197,0,#N/A,9,15.44444444,0.949238579,#N/A,19,24.10526316,2.883248731,#N/A,0.263157895,0.263157895,0.105263158,0.105263158,0.105263158,0.157894737,9,39.7777778,2,1
1403,2016,5,National,PARIS NORD,DUNKERQUE,125.7591837,245,1,#N/A,15,15.4,1.151020408,#N/A,11,28.72727273,0.946938776,#N/A,0.333333333,0,0.222222222,0.222222222,0.111111111,0.111111111,8,34.375,3,1
1404,2016,5,National,LYON PART DIEU,MONTPELLIER,110.8372434,341,0,#N/A,86,20.25581395,6.170087977,#N/A,87,40.27586207,11.17008798,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.430232558,0.162790698,0.186046512,0.104651163,0.058139535,0.058139535,64,50.25,33,18
1405,2016,5,National,MONTPELLIER,LYON PART DIEU,110.2418301,306,0,#N/A,41,23.53658537,3.58496732,#N/A,57,44.42105263,10.04248366,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.49122807,0.350877193,0.070175439,0.035087719,0.035087719,0.01754386,43,54.9069767,22,16
1406,2016,5,International,STUTTGART,PARIS EST,148.6018519,108,0,#N/A,28,10.32142857,4.287037037,#N/A,18,20.05555556,3.675925926,#N/A,0.222222222,0.277777778,0.444444444,0.055555556,0,0,11,25.3636364,3,0
1407,2016,3,National,REIMS,PARIS EST,46.87558685,213,1,#N/A,5,14.4,0.478873239,#N/A,15,32.4,1.769953052,#N/A,0.466666667,0.333333333,0,0.066666667,0.133333333,0,7,58.5714286,3,2
1408,2016,3,National,PARIS LYON,ANNECY,222.3982036,167,5,#N/A,2,17.5,0.335329341,#N/A,12,30.75,3.377245509,#N/A,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0,12,30.75,1,1
1409,2016,3,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,127.9504717,212,10,#N/A,4,14.5,0.330188679,#N/A,10,26.2,2.91509434,#N/A,0.25,0.25,0.125,0.25,0.125,0,4,47.75,3,1
1410,2016,3,National,MACON LOCHE,PARIS LYON,99.26442308,208,8,#N/A,50,19.98,5.995192308,#N/A,23,31.69565217,2.572115385,#N/A,0.434782609,0.086956522,0.173913043,0.173913043,0.130434783,0,19,35.4736842,7,2
1411,2016,3,National,PARIS LYON,NIMES,181.1293103,290,5,#N/A,11,19.54545455,0.948275862,#N/A,23,32.95652174,3.137931034,#N/A,0.52173913,0.130434783,0.043478261,0.260869565,0.043478261,0,23,32.9565217,12,2
1412,2016,3,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.36761488,457,14,#N/A,43,24.09302326,2.743982495,#N/A,52,34.94230769,4.536105033,#N/A,0.326086957,0.456521739,0.086956522,0.02173913,0.086956522,0.02173913,34,46.6176471,21,8
1413,2016,3,National,LAVAL,PARIS MONTPARNASSE,100.4369748,238,4,#N/A,20,24.45,2.537815126,#N/A,21,37.33333333,3.462184874,#N/A,0.333333333,0.222222222,0.277777778,0,0.166666667,0,15,46.9333333,9,4
1414,2016,3,National,PARIS MONTPARNASSE,LE MANS,55.52733485,439,13,#N/A,29,18.37931034,1.380410023,#N/A,43,24.60465116,2.507972665,#N/A,0.441176471,0.088235294,0.029411765,0.147058824,0.235294118,0.058823529,17,48,9,5
1415,2016,3,National,LE MANS,PARIS MONTPARNASSE,56.76096491,456,9,#N/A,54,24.33333333,3.427631579,#N/A,71,26.6056338,4.317982456,#N/A,0.292307692,0.415384615,0.138461538,0.030769231,0.107692308,0.015384615,29,50.7586207,18,8
1416,2016,3,National,PARIS MONTPARNASSE,NANTES,134.9507299,548,22,#N/A,33,19.78787879,1.332116788,#N/A,66,44.98484848,6.47810219,"Ce mois-ci, cette ligne  a été marquée par:

01-03  : Défaillance matérielle à Montrouge (99 TGV ; 4563 minutes)
22-03  : Choc anormal à Montrouge (42 TGV ; 1007 minutes)
17-03  : Raté de fermeture PN à Massy Palaiseau (29 TGV ; 280 minutes)
11-03  : Dérangement d’installation à St Léger (11 TGV ; 209 minutes)
29-03  : Choc avec un animal entre Massy et Marcoussis (8 TGV ; 140 minutes)
11-03 : Dérangement installation à Marcoussis (23 TGV ; 129 minutes)
18-03  : Défaillance matérielle à Montrouge (12 TGV ; 107 minutes)
18-03  : Alerte à la bombe à Paris Montparnasse (10 TGV ; 335 minutes) 
04-03  : Soin matériel à Montrouge (8 TGV ; 191 minutes)
23-03  : Accident de personne entre Angers et La Possonière (25 TGV ; 800 minutes)
24-03  : Accident de personne à Champtocé (15 TGV ; 1070 minutes)
25-03  : Raté d’ouverture d’un passage à niveau à Nantes (16 TGV ; 253 minutes)
24-03  : Détresse matériel le du TER 857643 à La Milesse (5 TGV ; 624 minutes)
13-03 :Incident caténaire à Ecouflant (38 TGV ; 1283 minutes)",0.545454545,0.218181818,0.018181818,0.127272727,0.090909091,0,51,54.4313725,26,15
1417,2016,3,National,NANTES,PARIS MONTPARNASSE,134.6980287,558,20,#N/A,42,17.42857143,1.591397849,#N/A,72,33.5,4.9390681,#N/A,0.353846154,0.430769231,0.092307692,0.030769231,0.076923077,0.015384615,50,42.64,27,10
1418,2016,3,National,PARIS MONTPARNASSE,ST MALO,183.5670103,97,3,#N/A,9,11.44444444,1.319587629,#N/A,6,107.3333333,7.556701031,"Ce mois-ci, la ligne a été retardée par:

01-03  : Défaillance matérielle à Montrouge (99 TGV ; 4563 minutes)
22-03  : Choc anormal à Montrouge (42 TGV ; 1007 minutes)
17-03  : Raté de fermeture PN à Massy Palaiseau (29 TGV ; 280 minutes)
11-03  : Dérangement d’installation à St Léger (11 TGV ; 209 minutes)
29-03  : Choc avec un animal entre Massy et Marcoussis (8 TGV ; 140 minutes)
11-03  : Dérangement installation à Marcoussis (23 TGV ; 129 minutes)
18-03  : Défaillance matérielle à Montrouge (12 TGV ; 107 minutes)
18-03  : Alerte à la bombe à Paris Montparnasse (10 TGV ; 335 minutes) 
04-03  : Soin matériel à Montrouge (8 TGV ; 191 minutes)
18-03  : Raté d’ouverture d’un passage à niveau à sillé-Le-guillaume (13 TGV ; 201 minutes)
17-03  : Manifestations à Rennes (8 TGV ; 279 minutes)
04-03  : Défaillance matérielle à Rennes (10 TGV ; 141 minutes)
22-03  : Manifestations à Pontchaillou (8 TGV ; 319 minutes)
29-03  : Découverte d’un obus à Laval (20 TGV ; 627 minutes)
10-03 : Incident caténaire à Dollon (52 TGV ; 1006 minutes)",0.2,0.2,0.2,0,0.4,0,6,107.333333,4,4
1419,2016,3,National,ST MALO,PARIS MONTPARNASSE,191.8350515,97,3,#N/A,3,71.66666667,2.288659794,#N/A,6,53.66666667,3.649484536,"Ce mois-ci, la ligne a été retardée par:

01-03  : Défaillance matérielle à Montrouge (99 TGV ; 4563 minutes)
22-03  : Choc anormal à Montrouge (42 TGV ; 1007 minutes)
17-03  : Raté de fermeture PN à Massy Palaiseau (29 TGV ; 280 minutes)
11-03  : Dérangement d’installation à St Léger (11 TGV ; 209 minutes)
29-03  : Choc avec un animal entre Massy et Marcoussis (8 TGV ; 140 minutes)
11-03  : Dérangement installation à Marcoussis (23 TGV ; 129 minutes)
18-03  : Défaillance matérielle à Montrouge (12 TGV ; 107 minutes)
18-03  : Alerte à la bombe à Paris Montparnasse (10 TGV ; 335 minutes) 
04-03  : Soin matériel à Montrouge (8 TGV ; 191 minutes)
18-03  : Raté d’ouverture d’un passage à niveau à sillé-Le-guillaume (13 TGV ; 201 minutes)
17-03  : Manifestations à Rennes (8 TGV ; 279 minutes)
04-03  : Défaillance matérielle à Rennes (10 TGV ; 141 minutes)
22-03  : Manifestations à Pontchaillou (8 TGV ; 319 minutes)
29-03  : Découverte d’un obus à Laval (20 TGV ; 627 minutes)
10-03 : Incident caténaire à Dollon (52 TGV ; 1006 minutes)",0.6,0.2,0.2,0,0,0,6,53.6666667,5,2
1420,2016,3,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,329.1567164,134,4,#N/A,11,36.09090909,3.067164179,#N/A,24,54.58333333,10.8880597,"Ce mois-ci , la ligne a été touchée par : 

28-03  : Demande de secours d’un TER 863046 à Dissay (28 TGV ; 1061 minutes)
17-03  : Alerte radio au Poste 1 de St-Pierre-des- Corps (26 TGV ; 928 minutes)
22-03  : Reconnaissance de la ligne à grande vitesse par un TGV puisque suppression du train balai  (19 TGV ; 284 minutes)
12-03  : Alerte à la bombe à Libourne (13 TGV ; 881 minutes)
06-03  : Collision entre un TER et un Fret à Libourne (13 TGV ; 578 minutes)
22-03  : Dérangement d’installation à St-Pierre-des-Corps (11 TGV ; 412 minutes)
10-03 : Incident caténaire à Tours (23 TGV ; 321 minutes)
21-03  : Dérangement d’installation à Poitiers (14 TGV ; 300 minutes)
17-03  : Odeur de gaz en gare de Bordeaux (6 TGV ; 979 minutes)
22-03  : Alerte à la bombe à Bordeaux (8 TGV ; 355 minutes)
14-03  : Collision d’un animal à Maillé (11 TGV ; 132 minutes)
17-03  : Détresse matérielle d’un TER  à St-Pierre-des-Corps (11 TGV ; 235 minutes)
01-03  : Défaillance matérielle à Montrouge (99 TGV ; 4563 minutes)
22-03  : Choc anormal à Montrouge (42 TGV ; 1007 minutes)
17-03  : Raté de fermeture PN à Massy Palaiseau (29 TGV ; 280 minutes)
11-03  : Dérangement d’installation à St Léger (11 TGV ; 209 minutes)
29-03  : Choc avec un animal entre Massy et Marcoussis (8 TGV ; 140 minutes)
11-03  : Dérangement installation à Marcoussis (23 TGV ; 129 minutes)
18-03  : Défaillance matérielle à Montrouge (12 TGV ; 107 minutes)
18-03  : Alerte à la bombe à Paris Montparnasse (10 TGV ; 335 minutes) 
04-03 : Soin matériel à Montrouge (8 TGV ; 191 minutes)",0.333333333,0.333333333,0,0.095238095,0.238095238,0,24,54.5833333,13,6
1421,2016,3,National,PARIS NORD,DOUAI,72.78238342,193,5,#N/A,14,28.64285714,2.264248705,#N/A,24,26.20833333,3.476683938,#N/A,0.5,0.227272727,0,0.227272727,0.045454545,0,11,45.7272727,7,2
1422,2016,3,National,PARIS NORD,DUNKERQUE,125.9664032,253,7,#N/A,22,29.31818182,2.758893281,#N/A,21,39.0952381,-1.367588933,#N/A,0.523809524,0.333333333,0,0.047619048,0.095238095,0,19,41.6315789,12,3
1423,2016,3,National,LILLE,PARIS NORD,63.49484536,582,18,#N/A,27,13.81481481,1.001718213,#N/A,65,22.30769231,2.682130584,#N/A,0.193548387,0.403225806,0.096774194,0.080645161,0.193548387,0.032258065,28,38.8214286,12,4
1424,2016,3,National,LYON PART DIEU,MARSEILLE ST CHARLES,105.4941569,599,19,#N/A,99,18.72727273,3.913188648,#N/A,90,31.48888889,5.911519199,#N/A,0.333333333,0.206896552,0.137931034,0.126436782,0.103448276,0.091954023,75,35.1733333,30,9
1425,2016,3,National,MARSEILLE ST CHARLES,LYON PART DIEU,103.9509259,540,16,#N/A,31,17.70967742,1.359259259,#N/A,69,30.33333333,6.157407407,#N/A,0.397058824,0.338235294,0.058823529,0.117647059,0.073529412,0.014705882,48,38.0625,17,7
1426,2016,3,National,LYON PART DIEU,MONTPELLIER,118.0353107,354,15,#N/A,62,20.25806452,4.443502825,#N/A,50,29.98,4.214689266,#N/A,0.29787234,0.191489362,0.212765957,0.212765957,0.042553191,0.042553191,33,38.7272727,18,6
1427,2016,3,International,PARIS LYON,ITALIE,254.8039216,102,0,#N/A,11,14.90909091,1.843137255,#N/A,8,24.625,4.31372549,#N/A,0.25,0.25,0.125,0.125,0.25,0,8,24.625,2,0
1428,2016,6,National,AVIGNON TGV,PARIS LYON,161.2732919,483,81,#N/A,112,24.04464286,6.540372671,#N/A,77,50.66233766,7.66873706,présence de personne dans les voies (manifestants),0.306666667,0.346666667,0.04,0.12,0.133333333,0.053333333,55,65.7818182,39,22
1429,2016,6,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.4220779,154,34,#N/A,18,24.83333333,2.993506494,#N/A,20,34,6.116883117,#N/A,0.25,0.25,0.25,0.2,0.05,0,16,39.1875,7,2
1430,2016,6,National,DIJON VILLE,PARIS LYON,97.81515957,376,53,#N/A,96,14.08333333,4.736702128,#N/A,38,34.84210526,3.180851064,#N/A,0.184210526,0.315789474,0.315789474,0.157894737,0,0.026315789,24,47.7916667,11,3
1431,2016,6,National,PARIS LYON,MULHOUSE VILLE,166.6211538,260,40,#N/A,32,25.09375,3.269230769,#N/A,35,34.94285714,5.753846154,#N/A,0.228571429,0.514285714,0.114285714,0.028571429,0.085714286,0.028571429,29,39.7241379,12,4
1432,2016,6,National,NIMES,PARIS LYON,175.1333333,285,56,#N/A,86,37.26744186,11.8,#N/A,76,53.80263158,13.7122807,présence de personne dans les voies (manifestants),0.306666667,0.533333333,0.04,0.066666667,0.013333333,0.04,69,57.9565217,43,23
1433,2016,6,National,PERPIGNAN,PARIS LYON,304.3566176,136,11,#N/A,33,19.93939394,5.411764706,#N/A,46,54.89130435,18.63235294,présence de personne dans les voies (manifestants),0.304347826,0.52173913,0.065217391,0.043478261,0.02173913,0.043478261,46,54.8913043,27,12
1434,2016,6,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,195.8490566,53,28,#N/A,0,0,0.264150943,#N/A,9,29.77777778,10.75471698,#N/A,0.111111111,0.555555556,0.222222222,0.111111111,0,0,9,29.7777778,3,1
1435,2016,6,National,LAVAL,PARIS MONTPARNASSE,108.7219731,223,9,#N/A,25,29.68,4.134529148,#N/A,25,36.8,3.852017937,#N/A,0.48,0.36,0.12,0.04,0,0,18,45.9444444,7,5
1436,2016,6,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,70.2,390,35,#N/A,68,17.57352941,3.756410256,#N/A,84,17.53571429,3.871794872,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)",0.178571429,0.535714286,0.05952381,0.047619048,0.05952381,0.119047619,25,36.56,15,1
1437,2016,6,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,333.375,124,19,#N/A,13,17.46153846,2.056451613,#N/A,35,29.88571429,11.12903226,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : un dérangement d’installation suite à malveillance au nord de Poitiers (13 TGV ; 267mn)
Le 17 : Une rupture caténaire vers Coutras (15 TGV ; 434mn)
Le 22 : Une limitation de vitesse liée aux fortes chaleurs à Poitiers (15 TGV ; 212mn)
Tout le mois : une réduction de vitesse inopinée et non prise en compte dans les marches des trains à Ruffec (266 TGV ; 1716mn)",0.2,0.514285714,0.114285714,0.028571429,0.085714286,0.057142857,35,29.8857143,12,1
1438,2016,6,National,PARIS MONTPARNASSE,VANNES,195.0773196,194,28,#N/A,21,19.04761905,2.25257732,#N/A,37,48.18918919,10.8814433,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : Une demande de secours d’un TER suite à un choc à La Milesse (20 TGV ; 1133mn)
Le 11 : Un arbre sur la caténaire vers Sillé le Guillaume (20 TGV ; 843mn)
Le 12 : Un accident de personne à Laval (10 TGV ; 496mn)
Le 30 : Un dérangement d’aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie caténaire au Mans (15 TGV ; 505mn)",0.5,0.444444444,0,0.027777778,0.027777778,0,37,48.1891892,28,6
1439,2016,6,National,PARIS NORD,ARRAS,55.5037594,266,27,#N/A,29,25.27586207,3.04887218,#N/A,41,26.85365854,3.936090226,#N/A,0.135135135,0.351351351,0.216216216,0.027027027,0.189189189,0.081081081,22,42.1818182,12,3
1440,2016,6,National,ARRAS,PARIS NORD,51.41979522,293,40,#N/A,32,16.28125,2.266211604,#N/A,59,19.40677966,4.348122867,"Mois de juin  particulièrement marqué par : 
- la panne d'un TGV Eurostar sur la ligne à grande vitesse le 24
- Un rail cassé à St-Denis le 27
- Quelques dérangements d'installations
- Une tension sur le parc matériel TGV entrainant des retards en gare",0.109090909,0.327272727,0.272727273,0.054545455,0.181818182,0.054545455,27,32.1481481,7,4
1441,2016,6,National,PARIS NORD,DUNKERQUE,125.0280172,232,12,#N/A,28,22.53571429,2.982758621,#N/A,43,34.44186047,6.288793103,#N/A,0.12195122,0.268292683,0.219512195,0.097560976,0.268292683,0.024390244,35,39.5142857,23,5
1442,2016,6,National,LILLE,LYON PART DIEU,191.4408163,245,32,#N/A,42,17,3.542857143,#N/A,52,45.19230769,11.36326531,"Mois de juin  particulièrement marqué par : 
- la panne d'un TGV Eurostar sur la ligne à grande vitesse le 24
- des dérangements d'installations liés aux intempéries dans le Sud-Est le 27",0.269230769,0.115384615,0.384615385,0.115384615,0.019230769,0.096153846,47,48.6595745,28,10
1443,2016,6,National,LYON PART DIEU,MONTPELLIER,110.164,250,102,#N/A,95,22.54736842,9.396,#N/A,76,34.93421053,11.624,heurt obstacle sur la voie (bidon d'huile),0.202702703,0.310810811,0.256756757,0.121621622,0.054054054,0.054054054,49,47.1428571,26,10
1444,2016,6,National,MONTPELLIER,LYON PART DIEU,110.34,225,107,#N/A,47,40.74468085,8.928888889,#N/A,53,50.9245283,14.32888889,heurt obstacle sur la voie (bidon d'huile),0.176470588,0.529411765,0.117647059,0.078431373,0.078431373,0.019607843,39,64.4102564,29,13
1445,2016,6,National,MARSEILLE ST CHARLES,LILLE,299.8257143,175,6,#N/A,20,25.7,3.388571429,#N/A,64,43,17.39428571,"Mois de juin  particulièrement marqué par : 
- la panne d'un TGV Eurostar sur la ligne à grande vitesse le 24
- des dérangements d'installations liés aux intempéries dans le Sud-Est le 27",0.19047619,0.412698413,0.126984127,0.063492063,0.126984127,0.079365079,64,43,25,14
1446,2016,6,International,PARIS EST,FRANCFORT,100.1277372,137,0,#N/A,8,17.5,1.153284672,#N/A,12,30.41666667,3.058394161,#N/A,0.25,0.5,0,0.25,0,0,9,36.2222222,3,1
1447,2016,6,International,PARIS EST,STUTTGART,145.8913043,115,0,#N/A,15,16,2.139130435,#N/A,23,22.04347826,5.460869565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,27,4,1
1448,2016,6,International,PARIS LYON,ITALIE,261.9107143,56,0,#N/A,4,15.25,1.482142857,#N/A,11,34.36363636,11.07142857,#N/A,0.111111111,0.333333333,0.222222222,0.222222222,0.111111111,0,11,34.3636364,1,1
1449,2016,6,International,ITALIE,PARIS LYON,259.4883721,43,0,#N/A,5,31.4,4.209302326,#N/A,6,37.5,8.697674419,#N/A,0.333333333,0,0.333333333,0,0.166666667,0.166666667,6,37.5,3,1
1450,2015,12,National,PARIS EST,METZ,85.48867314,309,0,#N/A,13,14.38461538,0.682847896,#N/A,20,17.25,1.355987055,#N/A,0.357142857,0.214285714,0,0.142857143,0.071428571,0.214285714,7,31.4285714,3,0
1451,2015,12,National,STRASBOURG,PARIS EST,143.5495868,484,0,#N/A,94,13.82978723,3.27892562,#N/A,43,25.65116279,2.69214876,#N/A,0.279069767,0.093023256,0.511627907,0.069767442,0.023255814,0.023255814,24,35.6666667,8,2
